Filename,Full Path,Path,Sample,Start Time,Error,Output,Check Duration (s)
71° North - Team - S02E09 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E09 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,771.86,no,,3.75
71° North - Team - S02E10 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E10 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.42
71° North - Team - S02E10 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E10 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1542.63,no,,2.21
71° North - Team - S02E11 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E11 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,2.51
71° North - Team - S02E11 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E11 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1757.4,no,,2.79
71° North - Team - S02E12 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E12 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,2.62
71° North - Team - S02E12 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E12 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1323.02,no,,3.4
71° North - Team - S02E13 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E13 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,3.28
71° North - Team - S02E13 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E13 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,291.32,no,,3.19
71° North - Team - S02E14 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E14 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.46
71° North - Team - S02E14 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E14 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,110.84,no,,2.42
71° North - Team - S02E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,2.28
71° North - Team - S02E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,2072.29,no,,1.75
71° North - Team - S02E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.64
71° North - Team - S02E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1535.75,no,,2.4
71° North - Team - S02E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.82
71° North - Team - S02E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1069.41,no,,1.79
71° North - Team - S02E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.7
71° North - Team - S02E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1335.96,no,,2.67
71° North - Team - S02E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.44
