"File","Extension","File Path","Filename","File Size","Container Format","Codec","Codec Long Name","Profile","Level","Bitrate","Width","Height","Color Space","Color Primaries","Color Transfer","Color Range","Chroma Location","Field Order","Refs","Bits per Raw Sample","Pixel Format","HDR","Bit Depth","Duration","Frame Rate","Audio Codecs","Audio Codec Long Names","Audio Channels","Audio Sample Rates","Audio Bitrates","Audio Bit Depth","Audio Stream Count","Subtitle Languages","Subtitle Formats","Subtitle Stream Count","Creation Date","Modification Date","Issue Detected","Issue Description"
"/Volumes/media/media/movies/The Shawshank Redemption (1994)/The Shawshank Redemption (1994) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Shawshank Redemption (1994)","The Shawshank Redemption (1994) WEBDL-2160p.mkv","7651972070","matroska,webm","hevc (+1)","H.265 / HEVC (High Efficiency Video Coding) (+1)","Main 10 (+1)","150 (+1)","7156879","3840","2160","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","8553.417000","23.976","dts, aac, aac, aac, aac","DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding), AAC (Advanced Audio Coding), AAC (Advanced Audio Coding), AAC (Advanced Audio Coding)","6, 2, 2, 2, 2","48000, 48000, 48000, 48000, 48000","768000, N/A, N/A, N/A, N/A","N/A, N/A, N/A, N/A, N/A","5","eng, eng, fre, spa, por, chi, kor, jpn, jpn, jpn, jpn, ara, dan, dut, per, fin, gre, heb, ben, ind, nor, rus, swe, tha, vie, ger","dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","26","1660677386.199193","1660677386.199193","Yes","Non-standard video codec: hevc (+1) && Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && High bit depth video: 10-bit && High number of subtitle streams: 26 && Multiple audio streams: 5"
"/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes/Hope Springs Eternal A Look Back at The Shawshank Redemption.mkv","mkv","/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes","Hope Springs Eternal A Look Back at The Shawshank Redemption.mkv","192902708","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","829156","1440","1080","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","1861.194000","29.970","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","jpn","dvd_subtitle","1","1660677072.8450506","1660677072.8450506","Yes","Potentially problematic subtitle format(s): dvd_subtitle && Low bitrate (0.83 Mbps) may result in poor quality && Non-standard resolution: 1440x1080 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes/Re-Release Theatrical Trailer.mkv","mkv","/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes","Re-Release Theatrical Trailer.mkv","18763857","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","1256630","1912","1080","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","119.455000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1660676635.871775","1660676635.871775","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 1912x1080 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes/Shawshank The Redeeming Feature.mkv","mkv","/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes","Shawshank The Redeeming Feature.mkv","298087655","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","823073","1920","1080","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","2897.311000","29.970","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","jpn","dvd_subtitle","1","1660677358.1382067","1660677358.1382067","Yes","Potentially problematic subtitle format(s): dvd_subtitle && Low bitrate (0.82 Mbps) may result in poor quality && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes/Still Galleries & Story Boards.mkv","mkv","/Volumes/media/media/movies/The Shawshank Redemption (1994)/Featurettes","Still Galleries & Story Boards.mkv","150118793","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","1252508","1920","1080","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","958.836000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1660677341.3707151","1660677341.3707151","Yes","Unknown metadata: Some file information couldn't be determined && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Silence of the Lambs (1991)/The Silence of the Lambs (1991) WEBRip-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/The Silence of the Lambs (1991)","The Silence of the Lambs (1991) WEBRip-2160p SDR Handbrake.mkv","17936351931","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20165567","3840","2076","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","7115.635000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723994969.655744","1723994969.655744","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.17 Mbps) may cause buffering && Non-standard resolution: 3840x2076"
"/Volumes/media/media/movies/The Simpsons Movie (2007)/The Simpsons Movie (2007) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/The Simpsons Movie (2007)","The Simpsons Movie (2007) Remux-1080p.mkv","5450596568","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","8378005","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","5204.672000","23.976","dts, ac3, ac3, ac3, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 6, 6, 6, 6, 2","48000, 48000, 48000, 48000, 48000, 48000, 48000","N/A, 448000, 448000, 448000, 448000, 448000, 224000","24, N/A, N/A, N/A, N/A, N/A, N/A","7","eng, eng, fre, fre, ger, ger, dut, dut, fin, fin, swe, swe, ita, ita, spa, spa, dan, dan, nor, nor, eng, ita, spa, dan, fin, swe, nor","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","27","1724595105.7745392","1724595105.7745392","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 27 && Multiple audio streams: 7"
"/Volumes/media/media/movies/The Sixth Sense (1999)/The Sixth Sense (1999) WEBDL-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/The Sixth Sense (1999)","The Sixth Sense (1999) WEBDL-2160p SDR Handbrake.mkv","16222705440","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20149760","3840","2076","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","6440.853000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1724017447.7741618","1724017447.7741618","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.15 Mbps) may cause buffering && Non-standard resolution: 3840x2076"
"/Volumes/media/media/movies/The Sword in the Stone (1963)/The Sword in the Stone (1963) WEBRip-2160p.mkv","mkv","/Volumes/media/media/movies/The Sword in the Stone (1963)","The Sword in the Stone (1963) WEBRip-2160p.mkv","16717214187","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","27956265","3780","2160","bt2020nc","bt2020","smpte2084","tv","left","N/A","1","N/A","yuv420p10le","Yes","10","4783.819000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, eng, fre, por, rus, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","6","1697829027.2861803","1697829027.2861803","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (27.96 Mbps) may cause buffering && Non-standard resolution: 3780x2160 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 6"
"/Volumes/media/media/movies/The Three Caballeros (1944)/The Three Caballeros (1944) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Three Caballeros (1944)","The Three Caballeros (1944) Bluray-1080p.mkv","3609595962","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","6715029","1440","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","4300.319000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","1536000","N/A","1","eng, eng","subrip, subrip","2","1724592532.5146606","1724592532.5146606","Yes","Non-standard audio codec(s): dts && Non-standard resolution: 1440x1080"
"/Volumes/media/media/movies/The Up in Smoke Tour (2000)/The Up in Smoke Tour (2000) DVD.mp4","mp4","/Volumes/media/media/movies/The Up in Smoke Tour (2000)","The Up in Smoke Tour (2000) DVD.mp4","4759639640","mov,mp4,m4a,3gp,3g2,mj2","h264","H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10","Main","40","5306642","720","354","smpte170m","smpte170m","bt709","tv","left","progressive","1","8","yuv420p","No","8","7175.368200","29.970","aac","AAC (Advanced Audio Coding)","2","48000","160323","N/A","1","","","0","1672042798.2025712","1672042798.2025712","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 720x354"
"/Volumes/media/media/movies/The Wild (2006)/The Wild (2006) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Wild (2006)","The Wild (2006) Bluray-1080p.mkv","2817509223","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","4603863","1920","1040","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","4895.904000","23.976","ac3, ac3","ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6","48000, 48000","640000, 448000","N/A, N/A","2","","","0","1724592711.3385363","1724592711.3385363","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 1920x1040"
"/Volumes/media/media/movies/The Wizard of Lies (2017)/The Wizard of Lies (2017) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Wizard of Lies (2017)","The Wizard of Lies (2017) Bluray-1080p.mkv","4815276640","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","4837931","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","7962.538000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, fre, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","3","1724593907.3909316","1724593907.3909316","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle"
"/Volumes/media/media/movies/Thirteen Lives (2022)/Thirteen Lives (2022) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Thirteen Lives (2022)","Thirteen Lives (2022) WEBDL-2160p.mkv","16933156294","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","15085432","3840","1600","bt2020nc","bt2020","smpte2084","tv","left","N/A","1","N/A","yuv420p10le","Yes","10","8979.872000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","640000","N/A","1","eng, eng, ara, cat, cze, dan, ger, gre, spa, spa, baq, fin, fil, fre, fre, glg, heb, hin, hun, ind, ita, jpn, kan, kor, mal, may, nob, dut, pol, por, por, rum, rus, swe, tam, tel, tha, tur, ukr, vie, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","42","1660634204.6088276","1660634204.6088276","Yes","Non-standard resolution: 3840x1600 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 42"
"/Volumes/media/media/movies/Thor Love and Thunder (2022)/Thor Love and Thunder (2022) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Thor Love and Thunder (2022)","Thor Love and Thunder (2022) Remux-2160p.mkv","51008554419","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","57276685","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","7124.512000","23.976","truehd, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)","8, 6, 2","48000, 48000, 48000","N/A, 640000, 192000","24, N/A, N/A","3","eng, dan, dut, fin, fre, fre, ger, jpn, nor, spa, swe, eng, dut, fre, ger","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","15","1697429931.7225666","1697429931.7225666","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (57.28 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 15"
"/Volumes/media/media/movies/Top Gun Maverick (2022)/Top Gun Maverick (2022) WEBDL-2160p Proper SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Top Gun Maverick (2022)","Top Gun Maverick (2022) WEBDL-2160p Proper SDR Handbrake.mkv","19691430221","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20158683","3840","2024","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","7814.570000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723299013.0264623","1723299013.0264623","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x2024"
"/Volumes/media/media/movies/Toy Story (1995)/Toy Story (1995) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Toy Story (1995)","Toy Story (1995) WEBDL-2160p.mkv","10446940726","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17187977","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","4862.441000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, dan, gre, spa, fin, hun, ice, kor, nor, pol, por, rum, slo, tur, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","18","1709233226.0","1709233226.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 18"
"/Volumes/media/media/movies/Toy Story 2 (1999)/Toy Story 2 (1999) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Toy Story 2 (1999)","Toy Story 2 (1999) WEBDL-2160p.mkv","12012125175","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17335480","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","5543.371000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, spa","subrip, subrip, subrip","3","1709234111.0","1709234111.0","Yes","High bit depth video: 10-bit"
"/Volumes/media/media/movies/Toy Story 3 (2010)/Toy Story 3 (2010) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Toy Story 3 (2010)","Toy Story 3 (2010) WEBDL-2160p.mkv","13398516046","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17427649","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","6150.464000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, gre, spa, hun, ice, kor, pol, rum, slo, tur, chi, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","15","1709233683.0","1709233683.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 15"
"/Volumes/media/media/movies/Trainspotting (1996)/Trainspotting (1996) Bluray-2160p.mkv","mkv","/Volumes/media/media/movies/Trainspotting (1996)","Trainspotting (1996) Bluray-2160p.mkv","33764720650","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","47815088","3840","2076","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","5649.216000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, eng, eng","subrip, subrip, hdmv_pgs_subtitle","3","1706099406.0","1706099406.0","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && High bitrate (47.82 Mbps) may cause buffering && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit && HDR content may require tone-mapping"
"/Volumes/media/media/movies/Treasure Planet (2002)/Treasure Planet (2002) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Treasure Planet (2002)","Treasure Planet (2002) Bluray-1080p.mkv","6824536530","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","9538349","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","5723.872000","23.976","dts, ac3, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 6, 6, 6","48000, 48000, 48000, 48000, 48000","N/A, 640000, 640000, 640000, 640000","24, N/A, N/A, N/A, N/A","5","eng, nor, nor, swe, swe, dan, dan, fin, fin","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","9","1724595583.369406","1724595583.369406","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 9 && Multiple audio streams: 5"
"/Volumes/media/media/movies/Unacknowledged (2017)/Unacknowledged (2017) WEBRip-1080p.mkv","mkv","/Volumes/media/media/movies/Unacknowledged (2017)","Unacknowledged (2017) WEBRip-1080p.mkv","1623385592","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","2087400","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","6221.656000","25.000","aac","AAC (Advanced Audio Coding)","2","44100","N/A","N/A","1","","","0","1624229447.527484","1624229447.527484","Yes","Unknown metadata: Some file information couldn't be determined"
"/Volumes/media/media/movies/Up (2009)/Up (2009) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Up (2009)","Up (2009) WEBDL-2160p.mkv","12568036779","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17374909","3840","2160","bt2020nc","bt2020","smpte2084","tv","left","N/A","1","N/A","yuv420p10le","Yes","10","5786.752000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","","","0","1697828198.973875","1697828198.973875","Yes","Unknown metadata: Some file information couldn't be determined && High bit depth video: 10-bit && HDR content may require tone-mapping"
"/Volumes/media/media/movies/Vice (2018)/Vice (2018) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/Vice (2018)","Vice (2018) Remux-1080p.mkv","9081294638","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","9141299","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","7947.487000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle","2","1724596549.8966568","1724596549.8966568","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle"
"/Volumes/media/media/movies/WALL·E (2008)/WALL·E (2008) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/WALL·E (2008)","WALL·E (2008) Bluray-1080p.mkv","5177077995","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","6993683","1920","1044","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","5922.004000","23.976","ac3, dts","ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics)","6, 6","48000, 48000","640000, N/A","N/A, 24","2","","","0","1724595621.4861329","1724595621.4861329","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard audio codec(s): dts && Non-standard resolution: 1920x1044"
"/Volumes/media/media/movies/Walk the Line (2005)/Walk the Line (2005) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/Walk the Line (2005)","Walk the Line (2005) Remux-1080p.mkv","7849645058","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","6834455","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","9188.320000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 2","48000, 48000","N/A, 224000","24, N/A","2","eng, tha, kor, chi, spa, spa, por, chi, ind, kor","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","10","1724596576.1036503","1724596576.1036503","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 10"
"/Volumes/media/media/movies/Wild Things (1998)/Wild Things (1998) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Wild Things (1998)","Wild Things (1998) Remux-2160p.mkv","77939839091","matroska,webm","hevc (+1)","H.265 / HEVC (High Efficiency Video Coding) (+1)","Main 10 (+1)","153 (+1)","90531293","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","6887.328000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 2","48000, 48000","N/A, 192000","24, N/A","2","eng, chi, chi, chi, chi","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","5","1680830311.183155","1680830311.183155","Yes","Non-standard video codec: hevc (+1) && Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (90.53 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping"
"/Volumes/media/media/movies/Willow (1988)/Willow (1988) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Willow (1988)","Willow (1988) WEBDL-2160p.mkv","15711974821","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","16642701","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","7552.608000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","256000","N/A","1","eng, eng, cze, dan, ger, gre, spa, spa, fin, fre, hun, ita, jpn, kor, dut, nor, pol, por, por, rum, swe, tur, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","24","1707159889.0","1707159889.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 24"
