File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E03 - Is There Someone You're Hiding from Us WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E03 - Is There Someone You're Hiding from Us WEBRip-720p.mkv	310808154	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1171093	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2123.200000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447903.0843706	1724447903.0843706
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E04 - I Knew There Was Something Strange About Her WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E04 - I Knew There Was Something Strange About Her WEBRip-720p.mkv	161265083	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	747358	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1726.240000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724448165.0252056	1724448165.0252056
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E05 - I'm Certainly Not Jealous WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E05 - I'm Certainly Not Jealous WEBRip-720p.mkv	318287120	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1363785	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1867.080000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447805.664433	1724447805.664433
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E06 - I Will Not Be Protected WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E06 - I Will Not Be Protected WEBRip-720p.mkv	215823430	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1210586	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1426.240000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447772.0187106	1724447772.0187106
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E07 - Noora, You Need Dick WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E07 - Noora, You Need Dick WEBRip-720p.mkv	266034234	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1527001	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1393.760000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447704.9166944	1724447704.9166944
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E08 - You Think Only of William WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E08 - You Think Only of William WEBRip-720p.mkv	369775572	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1217548	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2429.640000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447739.828969	1724447739.828969
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E09 - I Miss You So Damn Much WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E09 - I Miss You So Damn Much WEBRip-720p.mkv	214681903	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1351348	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1270.920000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447576.6148307	1724447576.6148307
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E10 - I'll Explain Everything WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E10 - I'll Explain Everything WEBRip-720p.mkv	389585955	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1077126	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2893.520000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447674.5658393	1724447674.5658393
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E11 - You Seriously Don't Remember Anything WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E11 - You Seriously Don't Remember Anything WEBRip-720p.mkv	354436537	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1582411	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1791.880000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447550.6060646	1724447550.6060646
/Volumes/media/media/tv/SKAM/Season 2/SKAM - S02E12 - Will You Move in With Me WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 2	SKAM - S02E12 - Will You Move in With Me WEBRip-720p.mkv	548814986	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1477294	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2972.000000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447628.823537	1724447628.823537
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E01 - You Hate to Hang With Us WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E01 - You Hate to Hang With Us WEBRip-720p.mkv	208908694	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1115042	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1498.840000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447189.585437	1724447189.585437
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E02 - I'm a Boy, I Don't Get Hate WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E02 - I'm a Boy, I Don't Get Hate WEBRip-720p.mkv	157227976	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1159455	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1084.840000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447144.5195775	1724447144.5195775
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E03 - What is Your Opinion on Drinking WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E03 - What is Your Opinion on Drinking WEBRip-720p.mkv	192037566	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	911167	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1686.080000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447180.4559982	1724447180.4559982
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E04 - Allah Would've Loved You WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E04 - Allah Would've Loved You WEBRip-720p.mkv	237004970	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1038049	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1826.541000	24.999	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447080.1807344	1724447080.1807344
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E05 - If You Are Sad, I'm Sad WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E05 - If You Are Sad, I'm Sad WEBRip-720p.mkv	221034777	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1078271	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1639.920000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447052.012472	1724447052.012472
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E06 - Are You Having a Bad Day WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E06 - Are You Having a Bad Day WEBRip-720p.mkv	199894807	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	864148	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1850.560000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447051.9651191	1724447051.9651191
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E07 - We Must Stand Together WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E07 - We Must Stand Together WEBRip-720p.mkv	268802877	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	976364	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2202.480000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447055.6788442	1724447055.6788442
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E08 - The Biggest Losers at School WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E08 - The Biggest Losers at School WEBRip-720p.mkv	286930360	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1066774	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2151.760000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447036.8910494	1724447036.8910494
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E09 - Life Smiles WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E09 - Life Smiles WEBRip-720p.mkv	309778161	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	854195	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2901.240000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724447043.2776706	1724447043.2776706
/Volumes/media/media/tv/SKAM/Season 4/SKAM - S04E10 - Thanks For Everything WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/SKAM/Season 4	SKAM - S04E10 - Thanks For Everything WEBRip-720p.mkv	481898173	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1081095	1280	720	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	3566.000000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724381568.050578	1724381568.050578
/Volumes/media/media/tv/Seinfeld/Season 1/Seinfeld - S01E01 - The Seinfeld Chronicles WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 1	Seinfeld - S01E01 - The Seinfeld Chronicles WEBDL-1080p.mkv	451297891	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2604719	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1386.093000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	2	48000	224000	N/A	1			0	1724447303.9216874	1724447303.9216874
/Volumes/media/media/tv/Seinfeld/Season 1/Seinfeld - S01E02 - The Stake Out WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 1	Seinfeld - S01E02 - The Stake Out WEBDL-1080p.mkv	863118171	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4998585	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1381.380000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	2	48000	224000	N/A	1			0	1724446767.9745042	1724446767.9745042
/Volumes/media/media/tv/Seinfeld/Season 1/Seinfeld - S01E03 - The Robbery WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 1	Seinfeld - S01E03 - The Robbery WEBDL-1080p.mkv	895222403	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5179194	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1382.798000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	2	48000	224000	N/A	1			0	1724381675.570697	1724381675.570697
/Volumes/media/media/tv/Seinfeld/Season 1/Seinfeld - S01E04 - Male Unbonding WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 1	Seinfeld - S01E04 - Male Unbonding WEBDL-1080p.mkv	1115426540	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6455103	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1382.381000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	2	48000	224000	N/A	1			0	1724446722.4631777	1724446722.4631777
/Volumes/media/media/tv/Seinfeld/Season 1/Seinfeld - S01E05 - The Stock Tip WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 1	Seinfeld - S01E05 - The Stock Tip WEBDL-1080p.mkv	574814351	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3333759	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1379.378000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	2	48000	224000	N/A	1			0	1724387218.667751	1724387218.667751
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E01 - The Foundation WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E01 - The Foundation WEBRip-720p.mkv	252600126	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1469859	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1374.826000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445669.2582624	1724445669.2582624
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E02 - The Soul Mate WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E02 - The Soul Mate WEBRip-720p.mkv	244575253	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1427682	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.474000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445605.297846	1724445605.297846
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E03 - The Bizarro Jerry WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E03 - The Bizarro Jerry WEBRip-720p.mkv	248189507	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1403511	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1414.677000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445555.357574	1724445555.357574
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E04 - The Little Kicks WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E04 - The Little Kicks WEBRip-720p.mkv	261297014	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1530153	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1366.122000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445599.9309332	1724445599.9309332
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E05 - The Package WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E05 - The Package WEBRip-720p.mkv	229262099	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1338668	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.090000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445593.9277174	1724445593.9277174
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E06 - The Fatigues WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E06 - The Fatigues WEBRip-720p.mkv	221497686	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1292728	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.730000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445523.9911788	1724445523.9911788
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E07 - The Checks WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E07 - The Checks WEBRip-720p.mkv	244436619	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1425808	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1371.498000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445512.620244	1724445512.620244
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E08 - The Chicken Roaster WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E08 - The Chicken Roaster WEBRip-720p.mkv	236926230	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1373411	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1380.074000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445502.4717908	1724445502.4717908
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E09 - The Abstinence WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E09 - The Abstinence WEBRip-720p.mkv	226289987	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1322302	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1369.066000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445480.2286966	1724445480.2286966
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E10 - The Andrea Doria WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E10 - The Andrea Doria WEBRip-720p.mkv	224146365	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1308431	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.474000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445464.1513636	1724445464.1513636
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E11 - The Little Jerry WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E11 - The Little Jerry WEBRip-720p.mkv	234213297	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1367834	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1369.834000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445397.7530918	1724445397.7530918
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E12 - The Money WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E12 - The Money WEBRip-720p.mkv	235768604	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1362992	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1383.829000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445419.128637	1724445419.128637
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E13 - The Comeback WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E13 - The Comeback WEBRip-720p.mkv	242147670	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1355607	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1429.013000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445362.8647516	1724445362.8647516
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E14 - The Van Buren Boys WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E14 - The Van Buren Boys WEBRip-720p.mkv	229117741	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1319337	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1389.290000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445345.3917549	1724445345.3917549
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E15 - The Susie WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E15 - The Susie WEBRip-720p.mkv	217714381	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1271003	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.346000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445354.3352182	1724445354.3352182
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E16 - The Pothole WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E16 - The Pothole WEBRip-720p.mkv	239852820	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	1399767	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1370.815000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445290.2864206	1724445290.2864206
/Volumes/media/media/tv/Seinfeld/Season 8/Seinfeld - S08E17 - The English Patient WEBRip-720p.mkv	mkv	/Volumes/media/media/tv/Seinfeld/Season 8	Seinfeld - S08E17 - The English Patient WEBRip-720p.mkv	128094035	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	93	748294	1280	720	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	1369.450000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng	subrip	1	1724445651.5738127	1724445651.5738127
