File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E04 - Brian's Got a Brand New Bag WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E04 - Brian's Got a Brand New Bag WEBDL-1080p.mkv	156631465	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1001761	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1250.848000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675523.7601244	1724675523.7601244
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E05 - Hannah Banana WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E05 - Hannah Banana WEBDL-1080p.mkv	209571844	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1334410	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.416000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675649.0022893	1724675649.0022893
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E06 - Quagmire's Baby WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E06 - Quagmire's Baby WEBDL-1080p.mkv	141605936	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	901512	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.608000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675590.2032905	1724675590.2032905
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E07 - Jerome is the New Black WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E07 - Jerome is the New Black WEBDL-1080p.mkv	101965287	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	651851	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.392000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675899.5030284	1724675899.5030284
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E08 - Dog Gone WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E08 - Dog Gone WEBDL-1080p.mkv	134752181	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	858141	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.224000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675673.846399	1724675673.846399
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E09 - Business Guy WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E09 - Business Guy WEBDL-1080p.mkv	136590063	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	900490	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1213.472000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675771.97395	1724675771.97395
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E10 - Big Man on Hippocampus WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E10 - Big Man on Hippocampus WEBDL-1080p.mkv	161056492	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1037521	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1241.856000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675689.291002	1724675689.291002
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E11 - Dial Meg for Murder WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E11 - Dial Meg for Murder WEBDL-1080p.mkv	188671152	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1204888	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1252.704000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675799.1278274	1724675799.1278274
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E12 - Extra Large Medium WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E12 - Extra Large Medium WEBDL-1080p.mkv	188767491	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1201820	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.544000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675826.33302	1724675826.33302
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E13 - Go, Stewie, Go! WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E13 - Go, Stewie, Go! WEBDL-1080p.mkv	148098541	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	943879	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1255.232000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675754.065861	1724675754.065861
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E14 - Peter-assment WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E14 - Peter-assment WEBDL-1080p.mkv	127729324	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	815265	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1253.376000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675917.2723718	1724675917.2723718
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E15 - Brian Griffin's House of Payne WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E15 - Brian Griffin's House of Payne WEBDL-1080p.mkv	151750235	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	967646	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.592000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724677287.4552233	1724677287.4552233
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E16 - April in Quahog WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E16 - April in Quahog WEBDL-1080p.mkv	137616564	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	890192	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1236.736000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675915.1942184	1724675915.1942184
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E17 - Brian & Stewie WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E17 - Brian & Stewie WEBDL-1080p.mkv	520287863	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1686967	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	2467.328000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675975.339257	1724675975.339257
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E18 - Quagmire's Dad WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E18 - Quagmire's Dad WEBDL-1080p.mkv	151341935	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	966621	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1252.544000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675857.3234096	1724675857.3234096
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E19 - The Splendid Source WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E19 - The Splendid Source WEBDL-1080p.mkv	241061776	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1534135	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1257.056000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675926.0177786	1724675926.0177786
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E20 - Something, Something, Something, Dark Side WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E20 - Something, Something, Something, Dark Side WEBDL-1080p.mkv	257284217	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1639504	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1255.424000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676033.6006155	1724676033.6006155
/Volumes/media/media/tv/Family Guy/Season 8/Family Guy - S08E21 - Partial Terms of Endearment WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 8	Family Guy - S08E21 - Partial Terms of Endearment WEBDL-1080p.mkv	143045473	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	861698	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1328.032000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676053.7429264	1724676053.7429264
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E01 - Love Blactually WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E01 - Love Blactually WEBDL-1080p.mkv	137224955	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	876993	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.776000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675118.0213163	1724675118.0213163
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E02 - I Dream of Jesus WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E02 - I Dream of Jesus WEBDL-1080p.mkv	111426956	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	710957	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1253.824000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675290.1296806	1724675290.1296806
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E03 - Road to Germany WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E03 - Road to Germany WEBDL-1080p.mkv	287765789	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1834679	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.784000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675257.3488967	1724675257.3488967
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E04 - Baby Not On Board WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E04 - Baby Not On Board WEBDL-1080p.mkv	191534306	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1223986	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.872000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675273.0648353	1724675273.0648353
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E05 - The Man With Two Brians WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E05 - The Man With Two Brians WEBDL-1080p.mkv	202629723	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1294791	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.968000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675284.0055535	1724675284.0055535
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E06 - Tales of a Third Grade Nothing WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E06 - Tales of a Third Grade Nothing WEBDL-1080p.mkv	227471582	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1455054	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1250.656000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675188.8008645	1724675188.8008645
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E07 - Ocean's Three and a Half WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E07 - Ocean's Three and a Half WEBDL-1080p.mkv	206282651	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1315141	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.816000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675201.9066956	1724675201.9066956
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E08 - Family Gay WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E08 - Family Gay WEBDL-1080p.mkv	100500883	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	663687	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1211.424000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676148.8856454	1724676148.8856454
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E09 - The Juice is Loose! WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E09 - The Juice is Loose! WEBDL-1080p.mkv	227136352	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1445844	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.768000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675275.4588902	1724675275.4588902
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E10 - FOX-y Lady WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E10 - FOX-y Lady WEBDL-1080p.mkv	129435193	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	826407	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1252.992000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675378.2215965	1724675378.2215965
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E11 - Not All Dogs Go to Heaven WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E11 - Not All Dogs Go to Heaven WEBDL-1080p.mkv	122688678	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	790173	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1242.144000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676392.496083	1724676392.496083
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E12 - 420 WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E12 - 420 WEBDL-1080p.mkv	242443298	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1544146	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.064000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675354.24419	1724675354.24419
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E13 - Stew-Roids WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E13 - Stew-Roids WEBDL-1080p.mkv	167617695	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1068636	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.816000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675364.5007293	1724675364.5007293
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E14 - We Love You, Conrad WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E14 - We Love You, Conrad WEBDL-1080p.mkv	167629988	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1068714	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.816000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675518.1451242	1724675518.1451242
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E15 - Three Kings WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E15 - Three Kings WEBDL-1080p.mkv	278310491	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1774350	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.816000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675540.6167905	1724675540.6167905
/Volumes/media/media/tv/Family Guy/Season 7/Family Guy - S07E16 - Peter's Progress WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 7	Family Guy - S07E16 - Peter's Progress WEBDL-1080p.mkv	202811956	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1296851	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.104000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724675438.2624433	1724675438.2624433
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E01 - And Then There Were Fewer WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E01 - And Then There Were Fewer WEBDL-1080p.mkv	292223024	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1794496	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1302.752000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676092.5768156	1724676092.5768156
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E02 - Excellence in Broadcasting WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E02 - Excellence in Broadcasting WEBDL-1080p.mkv	239882737	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1527604	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.256000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676016.891869	1724676016.891869
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E03 - Welcome Back Carter WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E03 - Welcome Back Carter WEBDL-1080p.mkv	143377077	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	917930	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1249.568000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676386.427001	1724676386.427001
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E04 - Halloween on Spooner Street WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E04 - Halloween on Spooner Street WEBDL-1080p.mkv	242968356	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1546820	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1256.608000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676178.9283118	1724676178.9283118
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E05 - Baby, You Knock Me Out WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E05 - Baby, You Knock Me Out WEBDL-1080p.mkv	177980100	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1137747	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.456000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676267.9515164	1724676267.9515164
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E06 - Brian Writes a Bestseller WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E06 - Brian Writes a Bestseller WEBDL-1080p.mkv	187057674	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1195837	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.392000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676086.5303173	1724676086.5303173
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E07 - Road to the North Pole WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E07 - Road to the North Pole WEBDL-1080p.mkv	491007894	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3138553	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1251.552000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676144.3540063	1724676144.3540063
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E08 - New Kidney in Town WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E08 - New Kidney in Town WEBDL-1080p.mkv	151243194	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	963848	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1255.328000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676765.3382244	1724676765.3382244
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E09 - And I'm Joyce Kinney WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E09 - And I'm Joyce Kinney WEBDL-1080p.mkv	209884725	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1338345	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.592000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676179.2934315	1724676179.2934315
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E10 - Friends of Peter G WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E10 - Friends of Peter G WEBDL-1080p.mkv	310133156	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1977688	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1254.528000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676288.170728	1724676288.170728
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E11 - German Guy WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E11 - German Guy WEBDL-1080p.mkv	263523022	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1681746	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1253.568000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676297.2770724	1724676297.2770724
/Volumes/media/media/tv/Family Guy/Season 9/Family Guy - S09E12 - The Hand That Rocks the Wheelchair WEBDL-1080p.mkv	mkv	/Volumes/media/media/tv/Family Guy/Season 9	Family Guy - S09E12 - The Hand That Rocks the Wheelchair WEBDL-1080p.mkv	190457127	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1213690	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	1255.392000	25.000	ac3	ATSC A/52A (AC-3)	2	48000	128000	N/A	1	dan, nor, swe	subrip, subrip, subrip	3	1724676246.6781983	1724676246.6781983
