File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/The Hunger Games (2012)/The Hunger Games (2012) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Hunger Games (2012)	The Hunger Games (2012) Bluray-1080p.mkv	16343307413	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	15290788	1920	800	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8550.668000	23.976	truehd	TrueHD	8	48000	N/A	24	1	eng	hdmv_pgs_subtitle	1	1697738134.1246314	1697738134.1246314	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1920x800 && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	True	False	False	True	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/John Wick Chapter 2 (2017)/John Wick Chapter 2 (2017) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/John Wick Chapter 2 (2017)	John Wick Chapter 2 (2017) WEBDL-2160p.mkv	13932714974	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	15184527	3832	1580	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7340.480000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng	subrip	1	1697740595.7499924	1697740595.7499924	Yes	Non-standard resolution: 3832x1580 && High bit depth video: 10-bit	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/John Wick Chapter 3 - Parabellum (2019)/John Wick Chapter 3 - Parabellum (2019) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/John Wick Chapter 3 - Parabellum (2019)	John Wick Chapter 3 - Parabellum (2019) WEBDL-2160p SDR Handbrake.mkv	18986034287	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19360650	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7845.205000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724536016.6302547	1724536016.6302547	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Men in Black 3 (2012)/Men in Black 3 (2012) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Men in Black 3 (2012)	Men in Black 3 (2012) Bluray-2160p SDR Handbrake.mkv	15134581994	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19069000	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6349.397000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724680358.099364	1724680358.099364	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2076	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/John Wick (2014)/John Wick (2014) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/John Wick (2014)	John Wick (2014) WEBDL-2160p SDR Handbrake.mkv	14707471242	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19378657	3836	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6071.616000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724526056.4078057	1724526056.4078057	Yes	Some file information couldn't be determined && Non-standard resolution: 3836x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Jason Bourne (2016)/Jason Bourne (2016) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Jason Bourne (2016)	Jason Bourne (2016) WEBDL-2160p.mkv	22860027739	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	24642194	3840	1600	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7421.426000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	eng, ara, bul, cze, dan, ger, gre, spa, est, fin, fre, heb, hin, hun, ita, lit, lav, nob, dut, pol, por, rum, rus, slv, swe, tur, ukr	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	27	1697744016.6522093	1697744016.6522093	Yes	High bitrate (24.64 Mbps) may cause buffering && Non-standard resolution: 3840x1600 && High bit depth video: 10-bit && High number of subtitle streams: 27	False	False	False	False	True	False	True	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/The Wonderful Story of Henry Sugar (2023)/The Wonderful Story of Henry Sugar (2023) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Wonderful Story of Henry Sugar (2023)	The Wonderful Story of Henry Sugar (2023) WEBDL-2160p.mkv	6260530324	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	20176270	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	2482.334000	24.000	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	640000	N/A	1	eng, eng, ara, cat, cze, dan, ger, gre, spa, spa, baq, fin, fil, fre, glg, heb, hrv, hun, ind, ita, jpn, kor, may, nob, dut, pol, por, por, rum, rus, swe, tha, tur, ukr, vie, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	37	1697745130.198562	1697745130.198562	Yes	High bitrate (20.18 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37	False	False	False	False	True	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Saving Private Ryan (1998)/Saving Private Ryan (1998) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Saving Private Ryan (1998)	Saving Private Ryan (1998) WEBDL-2160p.mkv	19666294799	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	15470458	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	10169.728000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng	subrip	1	1655330400.0	1655330400.0	Yes	High bit depth video: 10-bit	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Jackie Brown (1997)/Jackie Brown (1997) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Jackie Brown (1997)	Jackie Brown (1997) Bluray-1080p.mkv	3943382759	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	3405174	1920	1036	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	9264.448000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng	dvd_subtitle	1	1697746027.6144934	1697746027.6144934	Yes	Potentially problematic subtitle format(s): dvd_subtitle && Non-standard resolution: 1920x1036 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Moonrise Kingdom (2012)/Moonrise Kingdom (2012) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Moonrise Kingdom (2012)	Moonrise Kingdom (2012) Bluray-1080p.mkv	4634811320	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6593731	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5623.294000	24.000	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1			0	1724388615.4055607	1724388615.4055607	Yes	Some file information couldn't be determined && Non-standard audio codec(s): dts && Non-standard resolution: 1920x1040	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Hateful Eight (2015)/The Hateful Eight (2015) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Hateful Eight (2015)	The Hateful Eight (2015) WEBDL-2160p.mkv	2409851875	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6376730	3840	2160	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p10le	No	10	3023.307000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, eng, spa	subrip, subrip, subrip	3	1697746663.1997023	1697746663.1997023	Yes	High bit depth video: 10-bit	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Bourne Legacy (2012)/The Bourne Legacy (2012) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Bourne Legacy (2012)	The Bourne Legacy (2012) WEBDL-2160p.mkv	25201157054	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	24902525	3840	1600	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	8095.936000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	eng, dan, ger, gre, spa, fin, fre, heb, ita, nob, dut, por, rus, swe, tur	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	15	1697747096.183571	1697747096.183571	Yes	High bitrate (24.90 Mbps) may cause buffering && Non-standard resolution: 3840x1600 && High bit depth video: 10-bit && High number of subtitle streams: 15	False	False	False	False	True	False	True	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/The Darjeeling Limited (2007)/The Darjeeling Limited (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Darjeeling Limited (2007)	The Darjeeling Limited (2007) Bluray-1080p.mkv	4536855333	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6591266	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5506.505000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, eng	hdmv_pgs_subtitle, dvd_subtitle	2	1724588110.665158	1724588110.665158	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, dvd_subtitle && Non-standard resolution: 1920x800	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Natural Born Killers (1994)/Natural Born Killers (1994) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Natural Born Killers (1994)	Natural Born Killers (1994) Bluray-2160p.mkv	5886772955	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6437215	3840	2076	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	7315.925000	24.000	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng	hdmv_pgs_subtitle	1	1698272152.1141093	1698272152.1141093	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Planet Terror (2007)/Planet Terror (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Planet Terror (2007)	Planet Terror (2007) Bluray-1080p.mkv	14577580299	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	18375323	1920	1080	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6346.590000	23.976	truehd, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, N/A, N/A	N/A, N/A, N/A	3	chi, eng, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1697750023.8453186	1697750023.8453186	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bit depth video: 10-bit	False	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False
