File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/The Imitation Game (2014)/The Imitation Game (2014) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Imitation Game (2014)	The Imitation Game (2014) Bluray-1080p.mkv	4716037268	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5522433	1920	804	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	6831.825000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	chi, chi, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724591251.9693031	1724591251.9693031	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x804	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Ready Player One (2018)/Ready Player One (2018) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Ready Player One (2018)	Ready Player One (2018) Bluray-2160p.mkv	18022009474	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17168705	3840	1608	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	8397.609000	23.976	aac	AAC (Advanced Audio Coding)	8	48000	N/A	N/A	1	eng, ara, chi, cze, dan, fin, fre, hun, ita, kor, nob, pol, por, rum, rus, spa, swe, tha, tur	dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle	19	1703918820.9599786	1703918820.9599786	Yes	Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && Non-standard resolution: 3840x1608 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 19	False	False	False	True	False	False	True	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Speed (1994)/Speed (1994) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Speed (1994)	Speed (1994) Bluray-2160p.mkv	28909601655	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	33255878	3840	1604	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	6954.464000	23.976	dts, dts	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics)	6, 6	48000, 48000	N/A, N/A	24, 16	2	chi, chi, chi, chi, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1703920758.829924	1703920758.829924	Yes	Non-standard audio codec(s): dts, dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (33.26 Mbps) may cause buffering && Non-standard resolution: 3840x1604 && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	True	True	False	True	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Bohemian Rhapsody (2018)/Bohemian Rhapsody (2018) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Bohemian Rhapsody (2018)	Bohemian Rhapsody (2018) Bluray-2160p SDR Handbrake.mkv	19836659109	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19647259	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8077.120000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723018647.486287	1723018647.486287	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1604	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Getaway (2013)/Getaway (2013) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Getaway (2013)	Getaway (2013) Bluray-1080p.mkv	3907193750	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5783627	1920	804	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5404.489000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, fre, spa, por	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1724549360.069791	1724549360.069791	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x804	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Beach (2000)/The Beach (2000) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Beach (2000)	The Beach (2000) Bluray-1080p.mkv	2372026070	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2770860	1912	792	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6848.490000	25.000	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724586954.2567952	1724586954.2567952	Yes	Some file information couldn't be determined && Non-standard resolution: 1912x792	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Crimson Tide (1995)/Crimson Tide (1995) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Crimson Tide (1995)	Crimson Tide (1995) Bluray-1080p.mkv	1496226497	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1723151	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6946.464000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	eng, fre, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724508336.8979006	1724508336.8979006	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x800	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Robin Hood (2010)/Robin Hood (2010) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Robin Hood (2010)	Robin Hood (2010) Bluray-2160p.mkv	7646561737	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6543994	3840	2160	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	9347.883000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, ger, ita, spa, por, tur, ger, ita, spa, tur	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	10	1703928746.7982664	1703928746.7982664	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bit depth video: 10-bit && High number of subtitle streams: 10	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/The Hunt for Red October (1990)/The Hunt for Red October (1990) Bluray-2160p Proper.mkv	mkv	/Volumes/media/media/movies/The Hunt for Red October (1990)	The Hunt for Red October (1990) Bluray-2160p Proper.mkv	30044743270	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	29648286	3840	1636	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8106.976000	23.976	truehd, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, 640000, 192000	24, N/A, N/A	3	eng, eng, eng, eng, eng, eng, eng, eng, fre, fre, spa, spa, spa, spa, por, por, por, ita, ita, ger, ger, dut, swe, nor, dan, fin, ice, cze, slo, ara, jpn, jpn, chi, chi, kor, kor, tha	subrip, hdmv_pgs_subtitle, subrip, subrip, hdmv_pgs_subtitle, subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	37	1535196843.0	1535196843.0	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (29.65 Mbps) may cause buffering && Non-standard resolution: 3840x1636 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37	False	False	True	True	True	False	True	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Tomb Raider (2018)/Tomb Raider (2018) Bluray-2160p Proper.mkv	mkv	/Volumes/media/media/movies/Tomb Raider (2018)	Tomb Raider (2018) Bluray-2160p Proper.mkv	17139070373	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	19395197	3840	1608	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7069.408000	23.976	ac3, truehd, dts, ac3	ATSC A/52A (AC-3), TrueHD, DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 8, 6, 6	48000, 48000, 48000, 48000	448000, N/A, N/A, 640000	N/A, 24, 16, N/A	4	fre, fre, eng, fre, fre, eng	subrip, subrip, subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	6	1536672447.0	1536672447.0	Yes	Non-standard audio codec(s): truehd, dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1608 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 6 && Multiple audio streams: 4	False	False	True	True	False	False	True	False	True	True	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/Air Force One (1997)/Air Force One (1997) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Air Force One (1997)	Air Force One (1997) Bluray-2160p SDR Handbrake.mkv	18465033812	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19763186	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7474.517000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723471360.6814678	1723471360.6814678	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1600	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Patriot (2000)/The Patriot (2000) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Patriot (2000)	The Patriot (2000) Bluray-2160p SDR Handbrake.mkv	24918826656	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20163126	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9886.890000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723889342.8401663	1723889342.8401663	Yes	Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x1600	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Spaceballs (1987)/Spaceballs (1987) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Spaceballs (1987)	Spaceballs (1987) Bluray-2160p.mkv	4630632300	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6417315	3840	2076	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	5772.672000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng	hdmv_pgs_subtitle	1	1703936340.658511	1703936340.658511	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Trek Beyond (2016)/Star Trek Beyond (2016) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Star Trek Beyond (2016)	Star Trek Beyond (2016) Bluray-2160p.mkv	17519899371	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	19089510	3840	1608	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	7342.210000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	eng, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1703936513.306488	1703936513.306488	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1608 && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	True	False	False	True	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Star Trek (2009)/Star Trek (2009) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Star Trek (2009)	Star Trek (2009) Bluray-2160p.mkv	20884898008	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	21955038	3840	1600	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	7610.061000	23.976	truehd	TrueHD	8	48000	N/A	24	1	eng, chi, chi, chi, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	7	1703936677.281416	1703936677.281416	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (21.96 Mbps) may cause buffering && Non-standard resolution: 3840x1600 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 7	False	False	True	True	True	False	True	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Bridget Jones's Diary (2001)/Bridget Jones's Diary (2001) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Bridget Jones's Diary (2001)	Bridget Jones's Diary (2001) Bluray-2160p.mkv	4692767993	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6444358	3840	1606	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	5825.583000	24.000	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	fre, fre	hdmv_pgs_subtitle, hdmv_pgs_subtitle	2	1703937870.4341683	1703937870.4341683	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1606 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Butterfly Effect (2004)/The Butterfly Effect (2004) Bluray-1080p.mp4	mp4	/Volumes/media/media/movies/The Butterfly Effect (2004)	The Butterfly Effect (2004) Bluray-1080p.mp4	2001372511	mov,mp4,m4a,3gp,3g2,mj2	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2230196	1920	1080	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7179.178000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	224000	N/A	1			0	1703938230.7262087	1703938230.7262087	Yes	Some file information couldn't be determined && High bit depth video: 10-bit	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Hannibal Rising (2007)/Hannibal Rising (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Hannibal Rising (2007)	Hannibal Rising (2007) Bluray-1080p.mkv	1586953937	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1618594	1918	820	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	7843.616000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng	hdmv_pgs_subtitle	1	1724549042.7910273	1724549042.7910273	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1918x820	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Minions (2015)/Minions (2015) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Minions (2015)	Minions (2015) Bluray-2160p SDR Handbrake.mkv	13202275772	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19357419	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	5456.213000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723355363.9328396	1723355363.9328396	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2076	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Stargate (1994)/Stargate (1994) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Stargate (1994)	Stargate (1994) Bluray-1080p.mkv	16896098089	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	17343395	1920	800	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	7793.675000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	8, 2	48000, 48000	N/A, 224000	24, N/A	2	eng, eng, chi, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	6	1703943256.2726223	1703943256.2726223	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x800 && High bit depth video: 10-bit && High number of subtitle streams: 6	False	False	True	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Déjà Vu (2006)/Déjà Vu (2006) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Déjà Vu (2006)	Déjà Vu (2006) Bluray-1080p.mkv	5786743836	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6086850	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7605.567000	23.976	ac3, dts	ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics)	6, 6	48000, 48000	640000, 1536000	N/A, N/A	2	tur, tur, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724685208.7703702	1724685208.7703702	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x800	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Dante's Peak (1997)/Dante's Peak (1997) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Dante's Peak (1997)	Dante's Peak (1997) Bluray-1080p.mkv	2504127408	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	3078153	1920	816	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6508.128000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng	dvd_subtitle	1	1703945953.588982	1703945953.588982	Yes	Potentially problematic subtitle format(s): dvd_subtitle && Non-standard resolution: 1920x816 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Happy Gilmore (1996)/Happy Gilmore (1996) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Happy Gilmore (1996)	Happy Gilmore (1996) Bluray-1080p.mkv	9351027270	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	13563036	1920	1040	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	5515.595000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1703947519.0789149	1703947519.0789149	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x1040 && High bit depth video: 10-bit	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Hitch (2005)/Hitch (2005) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Hitch (2005)	Hitch (2005) WEBDL-2160p.mkv	13780151507	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	15541104	3840	2160	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	7093.525000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng	subrip	1	1679353200.0	1679353200.0	No	No issues detected	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Man on Fire (2004)/Man on Fire (2004) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Man on Fire (2004)	Man on Fire (2004) Bluray-1080p Proper.mkv	13898623792	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	12681398	1920	804	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	8767.881000	23.976	dts, aac, aac	DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding), AAC (Advanced Audio Coding)	6, 2, 2	48000, 48000, 48000	N/A, N/A, N/A	24, N/A, N/A	3	eng, eng, dut, spa, rus, spa, por, dan, fin, nor, swe, ara, bul, hrv, cze, gre, heb, hun, ice, pol, por, rum, slv, tur, dut, dut, spa, spa, rus, rus	subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	30	1724580593.5497074	1724580593.5497074	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x804 && High number of subtitle streams: 30	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False
